scenario,functional,predicted_Pd_gap_kcal,Pd_signed_error_kcal,set_MAE,set_MSE,set_RMSE,delta_set_MAE,NER_frozen,overall_NER_frozen,TM_NER_frozen,delta_overall_NER_frozen,overall_rank_frozen,NER_exploratory_panel,overall_NER_exploratory_panel,TM_NER_exploratory_panel,overall_rank_exploratory_panel,delta_overall_NER_vs_current_exploratory_panel
PP_composite_inference,wB97M-V,24.7833539598,3.39335395975,3.71373283169,-1.67501085579,4.41155342399,-1.39197788642,0.715077879468,1.07358211675,1.15788155252,-0.0019563855898,2,0.982992916148,1.07553770096,1.18764988993,2,-8.01380457771e-07
PP_composite_inference,wB97X-V,22.8991443142,1.50914431418,4.72781028307,-2.81598267686,5.5199204846,-1.50974098927,0.91033811665,1.31078322314,1.23581157226,-0.00212189830352,4,1.25141043467,1.31327280211,1.27370849649,4,0.000367680660111
PP_composite_inference,revDSD-PBEP86-D4,21.0679882038,-0.322011796159,2.72082691361,-0.14258615415,3.89461583384,-1.60406250891,0.523894213171,1.5197050025,1.31871415602,-0.00225446453436,5,0.720179319126,1.5211377405,1.34052361224,5,-0.000821726534689
SI_CBS_or_sccCA,wB97M2,22.7156080214,0.865608021428,4.2363696033,-1.44077884251,8.00507666153,-1.53558700757,0.815711396015,0.946374260907,1.01901945404,-0.00215822415197,1,1.1199099471,0.948594688287,1.05281929305,1,6.22032281836e-05
SI_CBS_or_sccCA,B3LYP,16.8687958387,-4.98120416126,5.87264313,1.09168981912,7.01519184686,-1.58968750891,1.13077525675,5.68892602466,2.09466364633,-0.00223426087802,16,1.55246875814,5.69200407942,2.14151847982,16,0.000843793876589
SI_CBS_or_sccCA,BMK,-6.45541743184,-28.3054174318,6.67525313009,-2.0509043471,9.83299362038,-1.58968750891,1.28531751462,4.52138583764,1.95547024505,-0.00223426087802,15,1.7646435698,4.52488456796,2.00872869563,15,0.00126446945183
SI_CBS_or_sccCA,CAMB3LYP,17.8300455363,-4.01995446369,3.72313462112,0.118012480741,4.93670373983,-1.58968750891,0.716888190536,3.64577083645,1.81641515607,-0.00223426087802,13,0.98423317298,3.64772225968,1.84612015412,13,-0.000282837648496
SI_CBS_or_sccCA,CF22D,22.5781673824,0.728167382365,3.39484628373,0.507431335559,4.51455477933,-1.54417704751,0.653676392921,1.24708680785,1.00621220665,-0.0021702972104,3,0.897448163885,1.24886616384,1.03329795898,3,-0.000390941217961
SI_CBS_or_sccCA,M052X,22.6520902574,0.802090257437,8.27218083717,4.11740464137,9.84716717312,-1.53955686782,1.59280535238,1.93932954238,1.71146621168,-0.00216380367838,6,2.18680107527,1.94366527759,1.77746573644,6,0.0021719315252
SI_CBS_or_sccCA,M062X,23.8751042143,2.02510421435,6.69477109798,2.25708974669,8.48920797278,-1.46311849551,1.28907569209,1.96894807418,2.25128879746,-0.00205637170583,7,1.76980326276,1.97245703455,2.30470297198,7,0.00145258866397
SI_CBS_or_sccCA,M08HX,28.5188424322,6.66884243219,3.98898103889,-2.5399417938,4.90330626444,-1.1728848569,0.768076819686,1.99182660539,2.19787347962,-0.00164845652715,8,1.05451128267,1.9939173679,2.22969953106,8,0.000442305976381
SI_CBS_or_sccCA,MN15,21.26769241,-0.582307590021,5.3679148442,2.52329343751,7.44151658702,-1.58968750891,1.03359001251,2.00763509549,1.06990655284,-0.00223426087802,9,1.4190407807,2.01044860475,1.11273441597,9,0.000579248378846
SI_CBS_or_sccCA,PBE0,16.6255562238,-5.22444377616,7.15741614971,-4.6367496784,8.58552519696,-1.58968750891,1.37815782523,3.47544800959,1.57618863982,-0.00223426087802,12,1.89210628254,3.47919945819,1.63329402397,12,0.00151718771551
