Dataset,Datatype,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
Styrene42,Isomerization,0.5469600586741314,3.04255319219232,1.303870081751098,1.750784725699334,0.6729906973858615,2.057226229984366,1.280216726796867,1.03596444519567,1.291283778413381,1.554966677210602,1.339401127789718,1.330967084304227,1.816159364213351,0.7584361327049383,1.444065669270668,2.059538088787531
TAUT15,Isomerization,0.4267190162785688,1.871852896874985,1.803018761580566,1.457790518602563,1.329840493316406,1.930008114947787,1.270481974617425,1.113421796548777,1.940928057895877,1.877147707577448,1.478169475444247,0.7436221130245317,1.800151008850926,0.5387674269273351,1.162113150881058,0.864307178104886
3B-69,Noncovalent,1.099325865941432,1.217517204882918,8.155026043516544,0.7134557457387504,1.346646640080269,1.692208220542198,2.639349747786838,2.748848415200159,3.458522577173482,0.7111704505827987,1.275823718988015,4.593471618457121,1.158592262777697,1.776517052482926,1.541308542834342,16.3213889320848
3BHET,Noncovalent,0.6292071448627707,1.330230154315888,5.637291906532882,0.8546803355434327,1.082069787858997,1.298260187555982,2.125121989081386,1.987171348635953,2.235214356053994,1.027454921916965,1.287866789692206,3.026953692864803,0.9752277937864647,1.110345003450122,0.8568541079176976,0.3801815340272499
A19Rel6,Noncovalent,0.7930099081382955,7.838980027113893,7.815856671460507,4.308159139754873,1.596272020662301,1.843208596419915,2.470278820111348,2.59162141309777,2.683300924277855,3.762027137605412,3.760238822751741,6.653774132455174,2.67573845256896,0.7468882078340032,0.5681144279190077,0.6310492476119761
A24,Noncovalent,0.9880327281505424,9.79929200134357,11.51518691174098,5.820896786741708,1.26981836621581,2.139468516580733,2.066722175406928,1.665677741695013,1.934982036049508,4.65840172867436,4.144197846938161,9.384508220304784,3.106168147988669,0.7771432690872344,0.5953962554234985,0.4558971241312859
ADIM6,Noncovalent,2.874390465029591,43.82502138247978,33.40820890263122,31.16060652516888,0.4806040432419011,7.583793743228838,3.120513962117787,4.368952983655043,11.98636617778002,30.09295539572412,17.03688631816717,36.46304799657645,18.92773977961911,0.9167674417443332,1.159837108909065,1.494556093993237
AHB21,Noncovalent,0.8244891561775752,2.543384521372583,2.552942730732851,2.208725843764146,0.7784890056592243,3.531763602507278,3.043016821226705,1.545387478653889,1.104018771197693,3.175009537918842,1.570162198783134,2.040904071087806,4.417132134984899,0.7400590237027923,1.112971271963054,0.7630188335600085
Bauza30,Noncovalent,0.7842098820186262,2.286610200038472,2.002015053362225,1.928821880689849,0.7538042389699664,2.585625080753563,1.614936578805881,1.535749260380053,1.082851584731262,3.065338398525843,1.975001364251346,1.94242755127679,3.451364051070598,0.780877520377011,1.136544881684322,2.276783772384093
BzDC215,Noncovalent,0.8901939408599385,11.38166410147194,9.096659263326213,7.367954692545087,1.143904874897237,1.734620484777638,1.565077896010848,2.471401712038156,2.949899779147263,5.726858302909913,3.526698033443409,8.589648895613196,2.462269334563187,0.9632863915435407,1.05592209131336,1.232128671454866
